Job Title,Company Name,Preferred Qualifications,Link to Job
Application Engineer,Walter Tools,"regarding customer needs.Your ProfileUniversity Degree (B.S.) mechanical engineering or related technical degree5-10 years of successful experience using technical machining ability to support local sales.Strong ability and knowledge of cutting tools such as turning, boring and millingHave the relevant knowledge of CNC machines, such as control system, machine data.Successful experience in machining with cutting tool applications, design, machining processes, &amp;amp; programming experience. Experience solving practical problems &amp;amp; dealing with a variety of concrete variables in situations where only limited standardization exists. Ability to interpret a variety of instructions furnished in written, oral, diagram, or scheduled form.Able to speak proficiently in both English and Mandarin (to liaise with Mandarin speaking customers)Proven experience to successfully travel a significant amount of time.You will have a technical aptitude with good interpersonal skills and be able to communicate at variouslevels and a willingness to learn and work in a growing team.In return you will have the opportunity to work with a market leading national company, an attractivebase salary plus a generous Compensation scheme and the opportunity to work in a dynamic and trulyfriendly environment.Job Reference No: R0057900Int Ref: MTPlease note:&lt;em&gt;""Applicants will be matched against above key performance criteria and profile",https://sg.linkedin.com/jobs/view/application-engineer-at-walter-tools-3731364750?refId=DdVmgLcw4Y%2BNYJHgl5UmPg%3D%3D&trackingId=Zg3e%2B%2FhVl4UWKLrkOXL38Q%3D%3D&position=25&pageNum=30&trk=public_jobs_jserp-result_search-card
Software Developer,JTE Recruit Pte Ltd,":&lt;p&gt;&lt;/p&gt;Minimum Nitec/Diploma in any fieldMin 2-4 years of experience in Sales Force or other CRM Systems&lt;p&gt;&lt;/p&gt;For interested applicants, please click ""APPLY NOW"".&lt;p&gt;&lt;/p&gt;We regret to inform that only shortlisted candidates would be notified.&lt;p&gt;&lt;/p&gt;By submitting your personal data and/or resume, you will be deemed to have agreed and consented to us collecting, using, retaining, and disclosing your personal information to prospective employers for their consideration.&lt;p&gt;&lt;/p&gt;Chee Hui Ying Kaylene | EA Reg No: R1873833&lt;p&gt;&lt;/p&gt;JTE Recruit Pte Ltd | EA Lic No: 14C7215",https://sg.linkedin.com/jobs/view/software-developer-at-jte-recruit-pte-ltd-3722170865?refId=bHV%2FcH%2FHXfnOeV75hbS0kA%3D%3D&trackingId=rVpiWwO1cjEXfL%2FJ4qnQbQ%3D%3D&position=1&pageNum=32&trk=public_jobs_jserp-result_search-card
AIOps/DevOps Engineer: Cloud Native Developer (DevOps Platform) - Engineering Infra,Shopee,"&lt;p&gt;&lt;/p&gt;Bachelor's or higher degree in Computer Science or related fields.Passionate about coding and programming, innovation, and solving challenging problems.In-depth understanding of computer science fundamentals (data structures and algorithms, operating systems, networks, databases, software architecture, etc).Strong and hands-on experience with at least one of the programming languages: Go, Python, C++, Java, AnsiSQL.Strong logical thinking ability.&lt;p&gt;&lt;/p&gt;Skills Below Are Optional But Preferable&lt;p&gt;&lt;/p&gt;Experience with LLM and AIOps.Experience in Deep Learning and Reinforcement Learning Practice and Optimization.Site Reliability Engineering background, have hands-on experience for massive scale systems.Experience with Cloud Native technology stack such as Kubernetes, Prometheus, CoreDNS, Istio, Helm, etcd, Jenkins and etc.Experience with React/Ant Design.Experiences in the design and development of large-scale systems and platforms.Experience with BigData stacks such as Hadoop, Spark, Flink, Clickhouse, HBase, Apache Hudi.Understanding of various embedding (such as word, positional, rotary) and vector storage.Contributed to open-source projects.&lt;p&gt;&lt;/p&gt;Published papers at conferences like ASPLOS, Eurosys, NSDI, OSDI etc",https://sg.linkedin.com/jobs/view/aiops-devops-engineer-cloud-native-developer-devops-platform-engineering-infra-at-shopee-3732750446?refId=bHV%2FcH%2FHXfnOeV75hbS0kA%3D%3D&trackingId=dq484DEV4Jj%2BuqfJ8wC6gg%3D%3D&position=3&pageNum=32&trk=public_jobs_jserp-result_search-card
Software Developer,Xcellink Pte Ltd,"As a passionate developer, you are motivated to join a team that values technical expertise and adheres to best practices. Your enthusiasm for staying abreast of the latest technological advancements aligns seamlessly with our forward-thinking environment.Must-Have SkillsC#/.NET Experience: 3 to 5 years of hands-on experience in C# development, showcasing your mastery of the language and its frameworks.Additional PerksAnnual Bonus: Recognizing your dedication and contributions.Homeworking Agreement: Embracing a flexible work environment.Generous Leave: Enjoy 27 days of annual holidays to recharge and relax.",https://sg.linkedin.com/jobs/view/software-developer-at-xcellink-pte-ltd-3743109106?refId=bHV%2FcH%2FHXfnOeV75hbS0kA%3D%3D&trackingId=jB2hZ0VYDRqDykSHUUDxIw%3D%3D&position=4&pageNum=32&trk=public_jobs_jserp-result_search-card
Junior Systems Engineer - Recruitment Drive,Searidge Technologies,"and specifications.Install, configure, and test operating systems, application software and system management tools at the project site.Support Solution Architects to enable them to specify the system design, development, and deployment",https://sg.linkedin.com/jobs/view/junior-systems-engineer-recruitment-drive-at-searidge-technologies-3743963272?refId=bHV%2FcH%2FHXfnOeV75hbS0kA%3D%3D&trackingId=aQy%2FTMGu1cSKF9TGLda6Tg%3D%3D&position=6&pageNum=32&trk=public_jobs_jserp-result_search-card
Senior Software Engineer,NextWave Partners,"&lt;/p&gt;&lt;p&gt; &lt;/p&gt;Possess a Bachelor's degree in Computer Science or Computer EngineeringProficiency in C/C++ and STL.Substantial experience in application user interface development.Basic knowledge of UI design principles.Ability to collaborate effectively within a team and work independently with minimal guidance.Adaptability to a fast-paced development environment.&lt;p&gt;&lt;/p&gt;&lt;p&gt; &lt;/p&gt;&lt;p&gt;Application&lt;/p&gt;&lt;p&gt;If you are interested in this position, please apply directly on the platform with your latest CV. We will review your application and revert back promptly.&lt;/p&gt;&lt;p&gt;Keep in touch&lt;/p&gt;&lt;p&gt;If you would wish to keep up to date with the latest NextWave opportunities and industry updates, please follow us on LinkedIn and create your profile on our website to receive a weekly newsletter in your inbox!&lt;/p&gt;&lt;p&gt;Our commitment&lt;/p&gt;&lt;p&gt;Diversity is a core value at NextWave Partners, and we are proud to be partnering with equal opportunities employers. All qualified applicants will receive consideration for employment without regard to race, colour, religion, gender, gender identity or expression, sexual orientation, national origin, disability or age.&lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;p&gt;EA Registration No: R2199999&lt;/p&gt;&lt;p&gt;NextWave Partners Ltd. (EA License No: 16S8303 - UEN: 201602833E)&lt;/p&gt;&lt;p&gt;Web: www.next-wavepartners.com&lt;/p&gt;",https://sg.linkedin.com/jobs/view/senior-software-engineer-at-nextwave-partners-3740993091?refId=bHV%2FcH%2FHXfnOeV75hbS0kA%3D%3D&trackingId=C9S3TtlHi%2Fb9BgmkwxrtgQ%3D%3D&position=7&pageNum=32&trk=public_jobs_jserp-result_search-card
Data Engineer - Search & Recommendation,Shopee,"into scalable technical data service with low latency and high concurrency.Design, build, and maintain batch or real-time data pipeline for algorithm, analytics, and operational purposes using Hadoop big data technology.Analyze and improve the efficiency, scalability, and stability of the data pipelines and related platforms or tools.Define and manage service level agreement and data quality for all data sets.",https://sg.linkedin.com/jobs/view/data-engineer-search-recommendation-at-shopee-3744554201?refId=bHV%2FcH%2FHXfnOeV75hbS0kA%3D%3D&trackingId=rXA%2B5RpHF5LLAvhkVHJCGg%3D%3D&position=15&pageNum=32&trk=public_jobs_jserp-result_search-card
Research Associate (Developer),Nanyang Technological University Singapore,Coordinate with scientists at the Earth Observatory of Singapore to integrate post-processing algorithms for SAR data into the disaster response systemTroubleshoot issues raised and develop fixes to ensure our system is always ready for responseJob,https://sg.linkedin.com/jobs/view/research-associate-developer-at-nanyang-technological-university-singapore-3742410644?refId=bHV%2FcH%2FHXfnOeV75hbS0kA%3D%3D&trackingId=s6r8gewx48GRfpOl1TFlfg%3D%3D&position=16&pageNum=32&trk=public_jobs_jserp-result_search-card
Front End Developer - Agile Methodology - 1 Year Contract (Renewable),Trust Recruit Pte Ltd,"of both web and desktop applications.Implement interactive features and visual elements based on user feedback and design concepts.Optimize applications for performance, speed, and scalability.Perform thorough cross-browser testing and troubleshoot issues as they arise.Work closely with back-end developers to integrate front-end components with server-side logic.Stay updated on emerging trends and technologies in front-end development.Actively participate in Agile development using Scrum or similar methodologies.Work collaboratively with team members to ensure project success.Job",https://sg.linkedin.com/jobs/view/front-end-developer-agile-methodology-1-year-contract-renewable-at-trust-recruit-pte-ltd-3745088927?refId=bHV%2FcH%2FHXfnOeV75hbS0kA%3D%3D&trackingId=DKa9rkLAM0GeijHkGXZtng%3D%3D&position=17&pageNum=32&trk=public_jobs_jserp-result_search-card
"Data Science Manager (Bangkok based, relocation provided)",Agoda,". Our ultimate goal is to enable and increase the use of data in the company through creative approaches and the implementation of powerful resources such as operational and analytical databases, queue systems, BI tools, and data science technology. We hire the brightest minds from around the world to take on this challenge and equip them with the knowledge and tools that contribute to their personal growth and success while supporting our company’s culture of diversity and experimentation. The role the Data team plays at Agoda is critical as business users, product managers, engineers, and many others rely on us to empower their decision making. We are equally dedicated to our customers by improving their search experience with faster results and protecting them from any fraudulent activities. Data is interesting only when you have enough of it, and we have plenty. This is what drives up the challenge as part of the Data department, but also the reward.&lt;p&gt;&lt;/p&gt;The Opportunity:&lt;p&gt;&lt;/p&gt;We think of Data Science in Agoda differently. For us, a data scientist is a fusion of core production skills with analytic and business skills. We’ve brought top talents from (literally) all over the world who focus relentlessly on building products which utilize ML and AI as their main edge. We know that when you infuse ML and technology, you move from good to great and that is our mission. Our Data Science managers are action driven leaders that can form vivid vision and successfully direct their people to execute it while being strongly rooted in the details and practice.&lt;p&gt;&lt;/p&gt;As a Data Science Manager, you will:&lt;p&gt;&lt;/p&gt;Drive the growth of your team and build a diverse, entrepreneurial team. You are a developer of people. You love leading diverse teams of professionals with both qualitative and quantitative backgrounds using data-driven and insights-led approaches to respond quickly in a dynamic, competitive, and fast changing industry.&lt;p&gt;&lt;/p&gt;Get your hands dirty. Tackle complex problems in the online travel and ecommerce space using a range of ML and data analysis methods. Use our huge data repositories to push our business metrics to their bounds, directly and indirectly. Foster a culture that constantly raises the bar for us and others and supports the freedom to explore and innovate.&lt;p&gt;&lt;/p&gt;Work on tough problems. Can we detect causation between metrics and bookings? How can automatically answer our users’ questions? How do we tune our AB testing platform to ensure we aren’t optimizing noise? How do we measure experiment success to properly trade off type I and II errors? What is the ideal caching strategy for prices and how do build an ML model to implement it? How can you detect anomalies within more than one million time-series that we track daily? Can you separate between bots and human traffic? Can you make our across-data-centers replication into smart replication using ML models? These are just a few of the diverse questions we tackle and some which you will lead your team to crack. You will be impacting every aspect of the business and it will require various techniques, from diving deep into data with SQL and Big Data tools, all the way to deploying modern machine learning models.&lt;p&gt;&lt;/p&gt;Deliver results. Work directly with the heads of the business departments and the product management team. Influence them with compelling product ideas based on data insights that can move the dial on our business.&lt;p&gt;&lt;/p&gt;In this Role, you’ll get to: &lt;p&gt;&lt;/p&gt;Balance quantitative data analyses with qualitative user insights to uncover how our users book travel to drive new and existing product impactBuild, validate, test, and deploy machine learning or other data science models to predict and influence the behavior of consumers with the goal of optimizing products &amp;amp; processesTest and validate insights via rapid experimentation and deploymentInterface with business/operation teams and key stakeholders at all levels to formulate solutions &amp;amp; product changes informed by your findingsLeverage data to help the business answer questions around further expansion, products, process optimization, cost optimization, customer acquisition/retention/churn and any other business goals that can be addressed through data insightsForm strong, cross-functional relationships with designers, product managers, software developers, and marketers who build, design, and optimize our technology and tools&lt;p&gt;&lt;/p&gt;What you’ll Need to Succeed:&lt;p&gt;&lt;/p&gt;Vast analytical problem-solving capabilities &amp;amp; experienceExperience in leading a team of both researchers and analysts preferably in an ecommerce, tech, banking, advertising or management consulting environmentStatistical knowledge and extreme proficiency in SQL. Comfortable with R, Python and Tableau. Experience with big data technologies (Hadoop/Vertica) is a plusStrong understanding and implementation experience of predictive modeling algorithms such as regressions, time series, neural networks, clustering, decision trees and heuristic models, with familiarity dealing with tradeoffs between model performance and business needsExperience combining user research and data science methodologies across multiple products and teamsExperience with research applications pertaining to user experience, marketing, and market insightsFantastic communication skills that enable you to work cross-functionally with product managers, tech geeks and design gurus, building solid relationships with a diverse set of stakeholdersThe ability to convey complex solutions to a less technical personBias for actionAdvanced degree (MSc/PhD) in Computer Science, Economics, Engineering, Operations Research, Physics or Mathematics/Statistics preferred&lt;p&gt;&lt;/p&gt;We welcome both local and international applications for this role. Full visa sponsorship and relocation assistance available for eligible candidates.&lt;p&gt;&lt;/p&gt;#sanfrancisco #newyork #seattle #boston #washdc #sydney #melbourne #perth #paris #london #tokyo #dhaka #vienna #edinburgh  #manchester #amsterdam #munich #berlin #toronto #vancouver #moscow #dublin #seoul #hcmc #singapore #ENG #IT #4 #sanjose #losangeles #tirana #sydney #melbourne #perth #vienna #minsk #brussels #saopaolo #sofia #vancouver #shanghai #beijing #shenzhen #zagreb #cyprus #copenhagen #helsinki #paris #berlin #athens #hongkong #budapest #jakarta #dublin #telaviv #milan #rome #tokyo #osaka #luxembourg #kualalumpur #amsterdam #oslo #jerusalem #manila #moscow #belgrade #bratislava #barcelona #madrid #stockholm #zurich #taipei #tainan #istanbul #london #marrakech #wroclaw #rio #IT #4 #5&lt;p&gt;&lt;/p&gt;Equal Opportunity Employer &lt;p&gt;&lt;/p&gt;At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.&lt;p&gt;&lt;/p&gt;We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .&lt;p&gt;&lt;/p&gt;To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.&lt;p&gt;&lt;/p&gt;",https://sg.linkedin.com/jobs/view/data-science-manager-bangkok-based-relocation-provided-at-agoda-3727086624?refId=bHV%2FcH%2FHXfnOeV75hbS0kA%3D%3D&trackingId=8%2F0fhYB2EyUQQCvB2jjX7w%3D%3D&position=19&pageNum=32&trk=public_jobs_jserp-result_search-card
Software Engineer,Capps Solutions,.Design and develop web and/or mobile application solutions for clients.Produce application solution documentation.Provide training to clients prior to solution rollouts.Assist in application support queries from clients.Job,https://sg.linkedin.com/jobs/view/software-engineer-at-capps-solutions-3719358523?refId=bHV%2FcH%2FHXfnOeV75hbS0kA%3D%3D&trackingId=kyfHHba2AQ3fBdbxxeGDZg%3D%3D&position=20&pageNum=32&trk=public_jobs_jserp-result_search-card
Streaming Media Software Engineer,BIGO,for the audio and video media business backend.Participate in the optimization of performance and architecture of the audio and video media backend systems.Investigate and resolve online issues.,https://sg.linkedin.com/jobs/view/streaming-media-software-engineer-at-bigo-3736960605?refId=bHV%2FcH%2FHXfnOeV75hbS0kA%3D%3D&trackingId=VLSmzMTtmgSJzdOJRMEzmg%3D%3D&position=22&pageNum=32&trk=public_jobs_jserp-result_search-card
Java Developer (GC/SW),ST Engineering,".Implementing automated testing platforms and unit tests.Applied experience in using MS SQL Databases.Hands-on experience in configuring Web Servers and Application Servers.Hands-on experience in using embedded reporting tools like Jasper, BIRT etc.In-depth knowledge of code versioning tools, for instance, Git.Understanding of building tools like Ant, Maven etc.&lt;p&gt;&lt;/p&gt;&lt;p&gt;Responsibilities:&lt;/p&gt;Contribute to all stages of software development lifecycle.Identify and resolve any technical issues arising during operations.Design, implement and maintain Java-based applications that can be high-volume and low-latency.Analyze user",https://sg.linkedin.com/jobs/view/java-developer-gc-sw-at-st-engineering-3743044529?refId=bHV%2FcH%2FHXfnOeV75hbS0kA%3D%3D&trackingId=UYynV6egtqCGj6xX%2Bgsg7Q%3D%3D&position=23&pageNum=32&trk=public_jobs_jserp-result_search-card
"Senior Developer, Trilogy (Remote) - $100,000/year USD",Crossover,.What You Won’t Be DoingSpending time on minor bug fixes or features in outdated codebases.Dealing with tedious infrastructure to keep poorly written products running.Getting stuck in endless meetings discussing roadmaps and priorities or chasing people around.,https://sg.linkedin.com/jobs/view/senior-developer-trilogy-remote-%24100-000-year-usd-at-crossover-3745938816?refId=%2BJSd60nZQpOgbCf84k1vcw%3D%3D&trackingId=2cwAOofjwp8F0z3mXzu7Kw%3D%3D&position=1&pageNum=36&trk=public_jobs_jserp-result_search-card
Staff Software Engineer,minden.ai,"with insightful and forward-looking approaches that go beyond the direct team and solve large open-ended problems. Participate in the strategic development of methods, techniques, and evaluation criteria for projects and programs.Brainstorm with Product Managers, Designers, and Frontend Engineering to conceptualize and build new features for our large (and growing!) user base.Actively own features or systems and define their long-term health, while also improving the health of surrounding systems.Assist our skilled support team and operations team in triaging and resolving production issues.Develop &amp;amp; implement tests for ensuring the quality, performance, &amp;amp; scalability of our application.Identify problems and take the lead to resolve them.Provides mentorships to other engineers and reviews codes.&lt;p&gt;&lt;/p&gt;You will be a great match if you have:&lt;p&gt;&lt;/p&gt;A bachelor's degree in Computer Science, Engineering or related field, or equivalent training, fellowship, or work experience.At least 8 years of prior experiences in building web applications professionally Experience with large distributed systems and functional or imperative programming languages e.g., Python, Ruby, Go, C, or JavaExperiences in leading technical architecture discussions and help drive technical decisions within your team.Ability to write understandable, testable codes well, with an eye towards maintainability. Strong communication skills and able to explain complex technical concepts to designers, support and other engineers. Strong computer science fundamentals: data structures, algorithms, programming languages and distributed systems.&lt;p&gt;&lt;/p&gt;Powered by JazzHR&lt;p&gt;&lt;/p&gt;0fQFCtU90H",https://sg.linkedin.com/jobs/view/staff-software-engineer-at-minden-ai-3667172537?refId=%2BJSd60nZQpOgbCf84k1vcw%3D%3D&trackingId=hIEMuBgyN60Z38%2Fd%2F3yxrQ%3D%3D&position=4&pageNum=36&trk=public_jobs_jserp-result_search-card
Data Lead – Data Engineering and Data Science,Randstad Singapore,"and comply with relevant standardsStay current with emerging technologies and trends in data management, analytics, and visualization.Skills And Experience RequiredAs a successful applicant, you will have at least 7 years of experience in data engineering / data warehouse / data pipeline. At least 3 years of experience in data science / Machine learning.Proven track record in data strategy or managing a team will be of added advantage.Whats on offerThis is an excellent opportunity to grow together with one of the fastest growing product based startup with exposure to latest technology.To apply online please use the 'apply' function, alternatively you may contact Hoon Teck TAN at https://www.linkedin.com/in/hoonteck-nologyrecruitment/. (EA: 94C3609/ R1219669)#seeingthepossibleinyou",https://sg.linkedin.com/jobs/view/data-lead-%E2%80%93-data-engineering-and-data-science-at-randstad-singapore-3735118924?refId=%2BJSd60nZQpOgbCf84k1vcw%3D%3D&trackingId=udjwmRhG%2Bq7d4enerI1mIA%3D%3D&position=5&pageNum=36&trk=public_jobs_jserp-result_search-card
Senior Research Scientist,Sea,":Three or more years of work experience in a university, industry, or government lab(s), in a role with primary emphasis on AI research.Hold a Ph.D. degree in computer science, statistics, engineering, applied mathematics, data science, or other related disciplines.First-author publications at peer-reviewed AI conferences (e.g. NeurIPS, CVPR, ICML, ICLR, ICCV, ACL) and journals (e.g., TPAMI, JMLR, AIJ), or authored publications in CNS (Cell, Nature/Nature research journals, Science).Knowledge in one of the differentiable programming frameworks, e.g., PyTorch, TensorFlow, JAX is preferred.Experience in leading significant research projects.Great visibility in the community.Track record of high-impact research.(Preferred) Received best paper or equivalent awards in the aforementioned conferences.(Preferred) Winner of international academic competitions.",https://sg.linkedin.com/jobs/view/senior-research-scientist-at-sea-3709349724?refId=%2BJSd60nZQpOgbCf84k1vcw%3D%3D&trackingId=G0eXpWjCRlevI%2BZK5LzhBA%3D%3D&position=7&pageNum=36&trk=public_jobs_jserp-result_search-card
Research Fellow/Engineer (Electric Vehicle Software) - DSK3,Singapore Institute of Technology,"Ph.D. in Electrical Power Engineering, Computer Science or a related field, with a strong research focus on vehicle-to-grid technologies.Strong understanding of the electric vehicle sector and vehicle-to-grid technologies, standards, and protocols.Prior experience with cloud computing is advantageous.Experience in algorithm development, optimization, and data analysis in the context of electric vehicles.Proficiency in programming languages (e.g., Python, MATLAB, Java) and simulation tools commonly used in research.Strong analytical and problem-solving skills, with the ability to critically evaluate and interpret research data.Excellent written and verbal communication skills, with the ability to publish research findings and present at conferences.Proven track record of research publications in reputable journals and conferencesKey CompetenciesAble to build and maintain strong working relationships with people within and external to the university.Self-directed learner who believes in continuous learning and developmentProficient in technical writing and presentationPossess strong analytical and critical thinking skillsShow strong initiative and take ownership of work.",https://sg.linkedin.com/jobs/view/research-fellow-engineer-electric-vehicle-software-dsk3-at-singapore-institute-of-technology-3748501964?refId=%2BJSd60nZQpOgbCf84k1vcw%3D%3D&trackingId=urKJkTiEp4SJeYSk674ZQQ%3D%3D&position=11&pageNum=36&trk=public_jobs_jserp-result_search-card
Cloud Engineer,Thomson Medical,"A recognized diploma/degree in Information TechnologyMicrosoft Certified: Azure Administrator Associate OR AWS Certified SysOps Administrator preferred.Minimum 1 year of Hands-on experience in managing cloud services including open source infrastructure as code software tool such as Terraform, software development, system engineering and work with major Cloud Provider such as Azure, AWS and Google.Understanding of architecture and design in server and cloud technologiesExperience with building CI/CD tools: GIT, Jenkins, Consul, Vault, Kubernetes, Docker, Ansible, Elk, Prometheus/Grafana etcExperience with scripting and automation toolsGood knowledge in Virtualization, VMWare or equivalent;Strong knowledge of systems and networking software, hardware and networking protocol; IT operations best practicesSystem administration and IT certifications in Linux, Microsoft or other network related fields preferred",https://sg.linkedin.com/jobs/view/cloud-engineer-at-thomson-medical-3749739811?refId=%2BJSd60nZQpOgbCf84k1vcw%3D%3D&trackingId=3AtTYuRHsNyMc%2F7zht60mQ%3D%3D&position=13&pageNum=36&trk=public_jobs_jserp-result_search-card
Fullstack Developer (Angular) - Training Provided!,GECO Asia Pte Ltd,"and passionate on Angular, NodeJs, and Machine Learning , then you are the person we are looking for. Apply now!&lt;p&gt;&lt;/p&gt;Job",https://sg.linkedin.com/jobs/view/fullstack-developer-angular-training-provided%21-at-geco-asia-pte-ltd-3690023088?refId=%2BJSd60nZQpOgbCf84k1vcw%3D%3D&trackingId=WbydpC5Vc%2FdDchrJhhvy6Q%3D%3D&position=18&pageNum=36&trk=public_jobs_jserp-result_search-card
"Software Developer / Full Stack Developer (SDLC, up to S$8K)",HTZ Resources,"and translating client requests into system design, and product enhancements.What Do We WantDiploma / Degree in IT or equivalentAt least 3 years of working experience in web &amp;amp; back-end applicationStrong knowledge or Working experiences in,JavaScriptReactJSAngularJSVueJSBootstrap jQueryTypescriptJavaNodeJSRuby on RailsSpringBootPythonC#Kotlin.NetAWS or other Cloud InfrastructureExcellent problem-solving and logical thinking skillsAble to work independently as well as contributing member of the teamSoftware Development Life Cycle ExperienceWhat Will You Get In ReturnYou will be given exposure to hold a key position in a growing organization with attractive rewards and a wide range of benefits. You will entitle to a Gross salary of up to S$8000 + attractive perks.",https://sg.linkedin.com/jobs/view/software-developer-full-stack-developer-sdlc-up-to-s%248k-at-htz-resources-3743113770?refId=%2BJSd60nZQpOgbCf84k1vcw%3D%3D&trackingId=5ZHxuGQVUuNYWvMIIZE0CQ%3D%3D&position=19&pageNum=36&trk=public_jobs_jserp-result_search-card
"Software Developer, Mobile Application",Singapore Post,and work closely with IS vendors/partners in getting solutions and changes implemented. He/She will translate business,https://sg.linkedin.com/jobs/view/software-developer-mobile-application-at-singapore-post-3740565896?refId=%2BJSd60nZQpOgbCf84k1vcw%3D%3D&trackingId=pkHC0Tli0AF9eu22NfzogA%3D%3D&position=20&pageNum=36&trk=public_jobs_jserp-result_search-card
Software Developer,Whyze Solutions Pte Ltd,"At least 2-3 years of software development experienceMin Degree in Computer Science/Information Systems or relevantWell versed in C#, LINQ, Generic CollectionWell versed in ASP.NET, MVC, .NET Core BlazorExperience with database applications (SQL, database tuning)Experience with Java script/XML/SQLKnowledge of communication protocols and APIsAbility to work in a fast-paced environment with minimal supervisionSense of ownership and pride in your performance and its impact on the company’s successExcellent analytical and problem-solving skillsGood time-management skills and Team playerGreat interpersonal and communication skillsPlus, SkillsetsDevExpress ASP.NET Controls and Reporting tools.Experienced with HR, Payroll or Time Management System",https://sg.linkedin.com/jobs/view/software-developer-at-whyze-solutions-pte-ltd-3744191378?refId=1zLAAmkKNA6wr%2FKV0bSDDQ%3D%3D&trackingId=2SKZ5DweDp37OkZ26NNhpQ%3D%3D&position=1&pageNum=38&trk=public_jobs_jserp-result_search-card
DevOps Engineer (SG),Unison Consulting,"&lt;p&gt;&lt;/p&gt;Past track records in Solaris UNIX/Linux/Windows Systems Administration Expert in code deployment tools (Puppet, Ansible, and Chef) Exhibit expertise in software development methodologies Knowledge in setting up DevOps tools such as Git, Jenkins, Bamboo, Docker, Kubernetes, Puppet and Ansible.  Past track records in virtualisation / container technology and setting up continuous integration / continuous deployment process and tools Knowledge in application development and setting up of middleware Understand networking protocols and services, e.g. SFTP, DHCP, DNS, VLANs, routing will be an added advantage Knowledge in setting up and maintaining databases will be added advantage",https://sg.linkedin.com/jobs/view/devops-engineer-sg-at-unison-consulting-3716546710?refId=1zLAAmkKNA6wr%2FKV0bSDDQ%3D%3D&trackingId=k6p5yqu%2BJcSTbYRiyLNNpQ%3D%3D&position=2&pageNum=38&trk=public_jobs_jserp-result_search-card
Digital Assets Trading Developer,NLS Executive Search,"and deployment of new strategies developed by research teams)Improve efficiency and productivity of the trading team by development and automation of workflows and processesMonitor markets and strategy performance metrics, identifying trends informing actions&lt;p&gt;&lt;u&gt;Qualifications:&lt;/u&gt;&lt;/p&gt;Bachelor’s degree in STEM, Finance, Economics or Business program from top institution Excellent problem-solving and strategic decision-making ability; able to keep the big picture in mind, making informed and defensible decisions in a fast-paced trading environmentProficiency in Python will be critical to the roleInterest and knowledge of financial and Digital Assets markets, current events, and technology preferredMinimum 3 years’ proven experience within a systematic trading environmentDetail oriented and excellent written and oral communication skillsDemonstrated self-starter, with the drive and can-do attitude to learn new things and push through change to deliver results&lt;p&gt;&lt;/p&gt;&lt;p&gt;Interested Candidates please apply directly or email your cv to ahsan@nlsearch.asia&lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;p&gt;NLSEARCH PTE. LTD.&lt;/p&gt;&lt;p&gt;EA Licence No. 19S9948&lt;/p&gt;&lt;p&gt;EA Personnel Reg No: R1989012&lt;/p&gt;",https://sg.linkedin.com/jobs/view/digital-assets-trading-developer-at-nls-executive-search-3726244730?refId=1zLAAmkKNA6wr%2FKV0bSDDQ%3D%3D&trackingId=mT5fttCdTO0v5xbekd16EQ%3D%3D&position=4&pageNum=38&trk=public_jobs_jserp-result_search-card
